Id,Name,
1,Maestro de Mondstadt,
2,Hermano,
3,Hermana,
4,Maestro de la torre,
5,Arleccino,
6,Jefe del Pueblo del Noreste,
7,Jefe del Pueblo del Noroeste,
8,Jefe del Pueblo del Sureste,
9,Jefe del Pueblo del Sur,
10,Muchacho Alegre,
11,Mermelada,
12,Perro 1,
13,Perro 2,
14,Perro 3,
15,Perro 4,
21,Guardia,
22,Guardia,
23,Guardia,
24,Guardia,
25,Transeúnte,
26,Transeúnte,
30,Comerciante de Recursos,
31,Comerciante de Armas,
32,Comerciante de Equipo,
33,Comerciante de Accesorios,
34,Salsa de Soya 1,
35,Salsa de Soya 2,
36,Audiencia de Venti 1,
37,Audiencia de Venti 2,
79,Hassan,
80,Cazatesoros perplejo,
81,Cazatesoros perplejo,
82,Cazatesoros perplejo,
83,Guardia herido,
84,Guardia herido,
85,Cazatesoros perplejo,
86,Cazatesoros perplejo,
87,Cazatesoros perplejo,
88,Cazatesoros perplejo,
89,Alicia,
90,Campesino del viñedo,
91,Campesino del viñedo,
92,Gourmet al aire libre,
93,Prueba de misión npc,
94,Estatua extraña,
95,Prueba de misión npc,
101,Mei,
102,Prueba de Venti,
103,Prueba de Gaia,
501,Bárbara,
502,Diona,
503,Thoma,
504,Sayu,
505,Gorou,
506,Beidou,
507,Ninguang,
508,Ninguang,
509,Yun Jin,
901,Vendedor 01,
902,Vendedor 02,
903,Vendedor 03,
904,Vendedor 04,
905,Espectador de Mondstadt 01,
906,Espectador de Mondstadt 02,
907,Espectador de Mondstadt 03,
908,Espectador de Mondstadt 04,
909,Espectador de Mondstadt 05,
910,Espectador de Mondstadt 06,
911,Espectador de Mondstadt 07,
912,Espectador de Mondstadt 08,
913,Guardia de la Puerta de Monsdstadt 01,
914,Guardia de la Puerta de Mondstadt 02,
915,Anthony,
916,Quinn,
917,Anna,
918,Beatrice,
919,Quinn,
1001,Venti,
1002,Amber,
1003,Jefe,
1004,Kaeya,
30057,Kaeya,
1005,Paimon,
1006,Jean,
30058,Jean,
1007,Lisa,
30059,Lisa,
