Id,CityId,PoolId,QuestId,Type,Rarity,CenterPosition,Title,Description,Target,
10100,1,1001,0,Scene,2,Event_10100,ก้าวน้อย ๆ ของพวก Hilichurl,Hilichurl กลุ่มหนึ่งกำลังสร้างค่ายอยู่ในป่าเพื่อรวบรวมพรรคพวกให้มากขึ้น จัดการมอนสเตอร์ทั้งหมดนั่นเพื่อกวาดล้างภัยคุกคามนี้ซะ,จัดการมอนสเตอร์ทั้งหมด,
10101,1,1001,0,Scene,2,Event_10101,ก้าวน้อย ๆ ของพวก Hilichurl,Hilichurl กลุ่มหนึ่งกำลังสร้างค่ายอยู่ในป่าเพื่อรวบรวมพรรคพวกให้มากขึ้น จัดการมอนสเตอร์ทั้งหมดนั่นเพื่อกวาดล้างภัยคุกคามนี้ซะ,จัดการมอนสเตอร์ทั้งหมด,
10102,1,1001,0,Scene,2,Event_10102,ก้าวน้อย ๆ ของพวก Hilichurl,Hilichurl กลุ่มหนึ่งกำลังสร้างค่ายอยู่ในป่าเพื่อรวบรวมพรรคพวกให้มากขึ้น จัดการมอนสเตอร์ทั้งหมดนั่นเพื่อกวาดล้างภัยคุกคามนี้ซะ,จัดการมอนสเตอร์ทั้งหมด,
10103,1,1001,0,Scene,2,Event_10103,ก้าวน้อย ๆ ของพวก Hilichurl,Hilichurl กลุ่มหนึ่งกำลังสร้างค่ายอยู่ในป่าเพื่อรวบรวมพรรคพวกให้มากขึ้น จัดการมอนสเตอร์ทั้งหมดนั่นเพื่อกวาดล้างภัยคุกคามนี้ซะ,จัดการมอนสเตอร์ทั้งหมด,
10104,1,1001,0,Scene,2,Event_10104,ก้าวน้อย ๆ ของพวก Hilichurl,Hilichurl กลุ่มหนึ่งกำลังสร้างค่ายอยู่ในป่าเพื่อรวบรวมพรรคพวกให้มากขึ้น จัดการมอนสเตอร์ทั้งหมดนั่นเพื่อกวาดล้างภัยคุกคามนี้ซะ,จัดการมอนสเตอร์ทั้งหมด,
10106,1,1001,0,Scene,2,Event_10106,วิกฤติเย็นเจี๊ยบ!,มี Cryo Slime กลุ่มหนึ่งโผล่ในป่าด้านนอก มุ่งไปจัดการพวกมันและกวาดล้างภัยคุกคามเหล่านี้ซะ ซึ่งหากโจมตีด้วยคุณลักษณะ "ไฟฟ้า" เป็นหลัก มันอาจจะได้ผลอย่างดีเลยก็ได้,จัดการมอนสเตอร์ทั้งหมด,
10107,1,1001,0,Scene,2,Event_10107,วิกฤติหลังกำบัง,มี Hilichurl ที่ถือโล่ไม้กลุ่มหนึ่งมาโผล่อยู่ที่ป่าทางด้านนอก จัดการพวกมันเพื่อขจัดภัยคุกคามเหล่านี้ซะ ถ้าหากใช้คุณลักษณะ "ไฟ" เป็นหลักก็น่าจะสามารถจัดการโล่นั่นได้อย่างง่ายดายนะ,จัดการมอนสเตอร์ทั้งหมด,
10200,1,1002,0,Scene,2,Event_10200,ความชั่วร้ายกระจายตัว,มี Abyss Mage ตนหนึ่ง กำลังประกอบพิธีกรรมบางอย่างกับพวก Hilichurl อยู่ จัดการมอนสเตอร์ทั้งหมด เพื่อกวาดล้างภัยคุกคามเหล่านี้ซะ,จัดการมอนสเตอร์ทั้งหมด,
10201,1,1002,0,Scene,2,Event_10201,ความชั่วร้ายกระจายตัว,มี Abyss Mage ตนหนึ่ง กำลังประกอบพิธีกรรมบางอย่างกับพวก Hilichurl อยู่ จัดการมอนสเตอร์ทั้งหมด เพื่อกวาดล้างภัยคุกคามเหล่านี้ซะ,จัดการมอนสเตอร์ทั้งหมด,
10202,1,1002,0,Scene,2,Event_10202,ความชั่วร้ายกระจายตัว,มี Abyss Mage ตนหนึ่ง กำลังประกอบพิธีกรรมบางอย่างกับพวก Hilichurl อยู่ จัดการมอนสเตอร์ทั้งหมด เพื่อกวาดล้างภัยคุกคามเหล่านี้ซะ,จัดการมอนสเตอร์ทั้งหมด,
10203,1,1002,0,Scene,2,Event_10203,ความชั่วร้ายกระจายตัว,มี Abyss Mage ตนหนึ่ง กำลังประกอบพิธีกรรมบางอย่างกับพวก Hilichurl อยู่ จัดการมอนสเตอร์ทั้งหมด เพื่อกวาดล้างภัยคุกคามเหล่านี้ซะ,จัดการมอนสเตอร์ทั้งหมด,
