Id,Name,
94,Statua bizzarra,
501,Barbara,
502,Diona,
503,Thoma,
504,Sayu,
505,Gorou,
506,Beidou,
507,Ningguang,
508,Ningguang,
509,Yun Jin,
1001,Venti,
1002,Amber,
1003,Boss,
1004,Kaeya,
30057,Kaeya,
1005,Paimon,
1006,Jean,
30058,Jean,
1007,Lisa,
30059,Lisa,
1008,Barbara,
30060,Barbara,
1009,Diluc,
30061,Diluc,
1010,Terrore alato,
1011,Razor,
30062,Razor,
1012,Xiangling,
1013,Kamisato Ayaka,
1014,Kaeya,
1015,Ganyu,
1016,Keqing,
1017,Signora,
1018,Albedo,
30056,Albedo,
1019,Sucrose,
1020,Rosaria,
1021,Hu Tao,
1022,Dainsleif,
1023,Chongyun,
1024,Bennett,
1025,Aether,
1026,Lumine,
1027,Noelle,
1028,Bennett,
1029,Eula,
1030,Yanfei,
1031,Beidou,
1032,Kaedehara Kazuha,
1033,Thoma,
1034,Yae Miko,
1035,Yoimiya,
1036,Shogun Raiden,
1037,Sangonomiya Kokomi,
1038,Kujou Sara,
1039,Gorou,
1040,Sayu,
1041,Chongyun,
1042,Xinyan,
1043,Guoba,
1044,Arataki Itto,
1045,Shenhe,
1046,Yun Jin,
1118,Hilichurl turbato,
1151,Abitante in trappola,
1160,Ragazzo in verde,
1161,Gotelinde,
1162,Otto,
1163,Miles,
1164,Otto,
1165,Lupo ferito,
1176,Boreas,
1177,Dvalin,
1178,Mago dell'Abisso,
1179,Charles,
1181,???,
1201,Statua dei Sette,
1202,Statua dei Sette,
1203,Statua dei Sette,
1204,Statua dei Sette,
1205,Statua dei Sette,
1206,Statua dei Sette,
1207,Statua dei Sette,
1208,Statua dei Sette,
1209,Statua dei Sette,
1210,Cyrus,
1211,Stanley,
1212,Jack,
1213,Vile,
1214,Izzard,
1215,Cavaliere di Favonius,
1216,Dottoressa Livingstone,
1217,Guardia cittadina,
1218,Huffman,
1219,Interroga,
1234,???,
1240,Cavaliere di Favonius,
1241,Lynn,
1242,Connor,
1243,Paimon,
1244,Bacheca degli ordini dell'Emporio di Mondstadt,
1245,Bacheca degli annunci della taverna Coda di Gatto,
1246,Manifesto della taverna Coda di Gatto,
1247,Nota,
1248,Bacheca degli annunci di lavoro,
1249,Regole della biblioteca,
1250,Nota,
1251,Tabellone,
1252,Nota,
1253,Insegna,
1254,Insegna,
1255,Incisioni,
1256,Farrah,
1260,???,
1261,Folla,
1262,Tabellone,
1263,Carretto,
1264,Carretto,
1265,Carretto,
1266,Carretto,
1267,Carretto,
1268,Statua dei Sette,
1269,Tocca,
1270,Tocca,
1271,Tocca,
1272,Statua dei Sette,
1273,Statua dei Sette,
1274,Statua dei Sette,
1275,Statua dei Sette,
1276,Statua dei Sette,
1277,Statua dei Sette,
1278,Statua dei Sette,
1279,Statua dei Sette,
1280,Statua dei Sette,
1281,Statua dei Sette,
1305,Test di animazione Paimon 1,
1401,Beatrice,
1403,Quinn,
1404,Quinn,
1405,Anna,
1408,Anthony,
1409,Cyrus,
1410,Cyrus,
1411,Stanley,
1412,Stanley,
1413,Jack,
1414,Jack,
1417,Wagner,
1419,Sara,
1421,Michelle,
1423,Blanche,
1425,Flora,
1427,Donna,
1429,Grace,
1430,Grace,
1431,Margaret,
1433,Huffman,
1435,Marjorie,
1437,Swan,
1439,Lawrence,
1441,Guy,
1443,Otto,
1445,Aramis,
1447,Raymond,
