Id,Name,
1,Хозяин Мондштадта,
2,Братик,
3,Сестрёнка,
4,Хозяин Башни,
5,Арлекин,
6,Вождь Северо-Восточной Деревни,
7,Вождь Северо-Западной Деревни,
8,Вождь Юго-Западной Деревни,
9,Вождь Южной Деревни,
10,Весёлый Малый,
11,Варенье,
12,Собака 1,
13,Собака 2,
14,Собака 3,
15,Собака 4,
21,Стражник,
22,Стражник,
23,Стражник,
24,Стражник,
25,Прохожий,
26,Прохожий,
30,Продавец Материалов,
31,Продавец Оружия,
32,Продавец Снаряжения,
33,Продавец Аксессуаров,
34,Соевый соус 1,
35,Соевый соус 2,
36,Зрители Венти 1,
37,Зрители Венти 2,
79,Хассан,
80,Тревожный Искатель Сокровищ,
81,Тревожный Искатель Сокровищ,
82,Тревожный Искатель Сокровищ,
83,Раненный Солдат,
84,Раненный Солдат,
85,Тревожный Искатель Сокровищ,
86,Тревожный Искатель Сокровищ,
87,Тревожный Искатель Сокровищ,
88,Тревожный Искатель Сокровищ,
89,Алиса,
90,Рабочий винокурни,
91,Рабочий винокурни,
92,Полевой Гурман,
93,任务测试npc,
94,Странная статуя,
95,任务测试npc,
101,Мэй,
102,Тест Венти,
103,Тест Гайи,
501,Барбара,
502,Диона,
503,Тома,
504,Саю,
505,Горо,
506,Бэй Доу,
507,Нин Гуан,
508,Нин Гуан,
509,Юнь Цзинь,
901,Владелец Магазина 01,
902,Владелец Магазина 02,
903,Владелец Магазина 03,
904,Владелец Магазина 04,
905,Мондштадтский Зевака 01,
906,Мондштадтский Зевака 02,
907,Мондштадтский Зевака 03,
908,Мондштадтский Зевака 04,
909,Мондштадтский Зевака 05,
910,Мондштадтский Зевака 06,
911,Мондштадтский Зевака 07,
912,Мондштадтский Зевака 08,
913,Стражник Ворот Мондштадта 01,
914,Стражник Ворот Мондштадта 02,
915,Энтони,
916,Куинн,
917,Анна,
918,Беатрис,
919,Куинн,
1001,Венти,
1002,Эмбер,
1003,Хозяин,
1004,Кэйа,
30057,Кэйа,
1005,Паймон,
1006,Джинн,
30058,Джинн,
1007,Лиза,
30059,Лиза,
1008,Барбара,
30060,Барбара,
1009,Дилюк,
30061,Дилюк,
1010,Ужас Бури,
1011,Рэйзор,
