Id,Name,
94,奇怪的雕像,
501,芭芭拉,
502,迪奥娜,
503,托马,
504,早柚,
505,五郎,
506,北斗,
507,凝光,
508,凝光,
509,云堇,
1001,温迪,
1002,安柏,
1003,老板,
1004,凯亚,
30057,凯亚,
1005,派蒙,
1006,琴,
30058,琴,
1007,丽莎,
30059,丽莎,
1008,芭芭拉,
30060,芭芭拉,
1009,迪卢克,
30061,迪卢克,
1010,风魔龙,
1011,雷泽,
30062,雷泽,
1012,香菱,
1013,神里绫华,
1014,凯亚,
1015,甘雨,
1016,刻晴,
1017,「女士」,
1018,阿贝多,
30056,阿贝多,
1019,砂糖,
1020,罗莎莉亚,
1021,胡桃,
1022,戴因斯雷布,
1023,重云,
1024,班尼特,
1025,空,
1026,荧,
1027,诺艾尔,
1028,班尼特,
1029,优菈,
1030,烟绯,
1031,北斗,
1032,枫原万叶,
1033,托马,
1034,八重神子,
1035,宵宫,
1036,雷电将军,
1037,珊瑚宫心海,
1038,九条裟罗,
1039,五郎,
1040,早柚,
1041,重云,
1042,辛焱,
1043,锅巴,
1044,荒泷一斗,
1045,申鹤,
1046,云堇,
1118,苦恼的丘丘人,
1151,被困居民,
1160,绿色的家伙,
1161,歌特琳德,
1162,奥特,
1163,麦尔斯,
1164,奥特,
1165,受伤的狼,
1176,玻瑞亚斯,
1177,风龙,
1178,深渊法师,
1179,查尔斯,
1181,???,
1201,七天神像,
1202,七天神像,
1203,七天神像,
1204,七天神像,
1205,七天神像,
1206,七天神像,
1207,七天神像,
1208,七天神像,
1209,七天神像,
1210,塞琉斯,
1211,斯坦利,
1212,杰克,
1213,薇尔,
1214,伊扎德,
1215,西风骑士,
1216,利文斯通博士,
1217,城门守卫,
1218,霍夫曼,
1219,审问,
1234,???,
1240,西风骑士,
1241,琳,
1242,康纳,
1243,派蒙,
1244,蒙德百货订货板,
1245,猫尾酒馆留言板,
1246,猫尾酒馆海报,
1247,便条,
1248,求职招聘互助板,
1249,图书馆使用规范,
1250,便条,
1251,告示牌,
1252,便条,
1253,标识牌,
1254,标识牌,
1255,遗迹的铭文,
1256,法拉,
1260,???,
1261,众人,
1262,告示牌,
1263,货车,
1264,货车,
1265,货车,
1266,货车,
1267,货车,
1268,七天神像,
1269,触摸,
1270,触摸,
1271,触摸,
1272,七天神像,
1273,七天神像,
1274,七天神像,
1275,七天神像,
1276,七天神像,
1277,七天神像,
1278,七天神像,
1279,七天神像,
1280,七天神像,
1281,七天神像,
1305,动作测试用派蒙1,
1401,贝雅特丽奇,
1403,昆恩,
1404,昆恩,
1405,安娜,
1408,安东尼,
1409,塞琉斯,
1410,塞琉斯,
1411,斯坦利,
1412,斯坦利,
1413,杰克,
1414,杰克,
1417,瓦格纳,
1419,莎拉,
1421,米歇尔,
1423,布兰琪,
1425,芙萝拉,
1427,唐娜,
1429,葛瑞丝,
1430,葛瑞丝,
1431,玛格丽特,
1433,霍夫曼,
1435,玛乔丽,
1437,斯万,
1439,劳伦斯,
1441,盖伊,
1443,奥特,
1445,阿拉米,
1447,雷蒙德,
1449,麦尔斯,
1451,门罗,
1453,苏西,
1455,诺玛,
1457,阿托,
1459,波尔托,
1461,宁禄,
1463,优律,
1465,查尔斯,
1467,巴顿,
1469,艾尔菲,
1471,维多利亚,
1473,吉丽安娜,
1475,派恩,
1477,尼尔森,
1479,琳,
1480,NPC动作测试1-男,
1481,NPC动作测试2-女,
1482,NPC动作测试3-女,
1483,奥特,
1485,「怪鸟」,
1486,派蒙,
1487,安娜斯塔西娅,
1501,「愚人众」守卫,
1502,「愚人众」小队长,
1503,「胆小」的守卫,
1504,「贪婪」的守卫,
1505,丘丘人,
1506,丘丘人,
1507,丘丘人,
1508,「贪婪」的守卫3,
1509,「胆怯」的守卫4,
1510,愚人众守卫5,
1511,愚人众守卫6,
1512,凯瑟琳,
1513,夜枭雕像,
1514,奇怪的花瓶,
1517,维克多,
1519,卢克,
1521,葛罗丽,
1523,六指乔瑟,
1525,薇尔,
1527,埃泽,
1529,康纳,
1531,爱德琳,
1533,特纳,
1535,恩内斯特,
1537,杜拉夫,
1539,艾伦,
1541,布洛克,
1543,神奇的霍普金斯,
1545,玛拉,
1547,伊尔佳,
1549,法拉,
1551,怀尔德,
1553,古德温,
1555,艾迪丝博士,
1557,乌尔法,
1559,洛伽,
1561,麦克,
1563,利文斯通博士,
1565,艾拉·马斯克,
1567,提米,
1569,阿瑟尔,
1570,惊慌的米拉娜,
1571,害怕的玛伽,
1572,害怕的赫尔斯,
1573,害怕的舒特,
1574,苦恼的特利芙,
1575,胆小的莫罗,
1576,急躁的瓦里特,
1577,冒失的帕拉德,
1578,苦恼的莉安,
1579,偷懒的安杰洛,
1581,芬德,
1583,哈里,
1585,快腿罗斯,
1587,蒂玛乌斯,
1589,好奇的帕琪,
1591,杜兰,
1592,格雷戈,
1593,卖力的西瑞,
1594,活跃的欧琳,
1595,海莉,
1596,摩可,
1597,小吉,
1598,小威,
1599,莉莉,
1600,鲁道夫,
1601,诺拉,
1602,艾伯特,
1603,布鲁斯,
1604,赫尔曼,
1605,艾琳,
1606,歌德,
1607,玛文,
1608,佩佩,
1609,玛文,
1610,玛拉,
1611,丹迪,
1612,索拉雅,
1613,艾珂,
1615,桥西,
1616,小六,
1617,小星,
1618,豆豆,
1619,阿佐,
1620,阿佑,
1621,若心,
1622,云淡,
1623,寒锋,
1624,常九爷,
1625,纪芳,
1626,茂才公,
1627,阿旭,
1628,石壮,
1629,朱老板,
1630,奥拉夫,
1631,齐格芙丽雅,
1632,约顿,
1638,舒茨,
1639,锋,
1640,石榴,
1641,喜儿,
1642,萨义德,
1643,阿尔弗雷德,
1644,海伦,
1645,莎莎,
1646,米哈伊尔,
1647,柳德米拉,
1648,威拉格,
1649,伍德,
1650,老芬奇,
1651,温柔的声音,
1652,阿乎剌,
1653,梅薇丝,
1654,查耶维奇,
1655,帕维尔,
1656,男子汉杰克,
1657,克罗丽丝,
1658,戴维,
1659,雷萤术士,
1660,萨基,
1661,罗斯玛丽,
1662,帕斯里,
1663,赫塔,
1664,哈里斯,
1665,玉霞,
1666,艾斯特尔,
1667,乌尔班,
1668,乔尔,
1669,史蒂文斯,
1670,阿扣,
1671,里瑟,
1672,汤米,
1673,楠塔克,
1674,乔瑟夫,
2001,志华,
2002,永安,
2003,天叔,
2004,枭总管,
2005,李锤子,
2006,狗三儿,
2007,一柱,
2008,阿伟,
2009,德安公,
2010,茶博士刘苏,
2011,范二爷,
2012,小安,
2013,博来,
2014,慕胜,
2015,绮命,
2016,岚姐,
2017,霖铃,
2018,一弦,
2019,清姨,
2020,星稀,
2021,卉卉,
2022,璃彩,
2023,琳琅,
2024,毓秀,
2025,畅畅,
2026,江舟,
2027,沉香,
2028,红豆,
2029,慧心,
2030,阿飞,
2031,小蒙,
2032,碧波,
2033,张顺,
2034,老高,
2035,老孙,
2036,观海,
2037,潮汐,
2038,王扳子,
2039,小千,
2040,德贵,
2041,吴船长,
2042,向明,
2043,戟,
2044,快刀陈,
2045,卯师傅,
2046,杰里,
2047,乾子,
2048,老章,
2049,独孤朔,
2050,大邋遢,
2051,沐晨,
2052,高斐,
2053,强叔,
2054,石头,
2055,大脚,
2056,嘉义,
2057,一成,
2058,弘毅,
2059,弗拉德,
2060,浩仔,
2062,昌虎,
2063,弗朗西斯,
2064,宏宇,
2065,大坤,
2066,朝南,
2067,安德烈,
2068,仁羽,
2069,金钟,
2070,铁衫,
2071,逢岩,
2072,伊凡诺维奇,
2073,大武,
2074,璐璐,
2075,扶柳,
2076,思思,
2077,竺子,
2078,凯瑟琳,
2079,芷若,
2080,牙,
2081,苏二娘,
2082,弗莱琪,
2083,莺儿,
2084,摆渡人,
2085,小昭,
2086,娜蒂亚,
2087,月疏,
2088,冒险家小姐,
2089,祭拜的女性,
2090,长顺,
2091,秀华,
2092,阿山婆,
2093,萍姥姥,
2094,公明,
2095,思妤,
2096,甜甜,
2097,春水,
2098,一然,
2099,阿宽,
2100,蔡乐,
2101,蔡寻,
2102,楚仪,
2103,阿桂,
2104,铁膀子,
2105,竟达,
2106,豁牙子,
2107,大壮,
2108,葫芦,
2109,大迷糊,
2110,醉今朝,
2111,乔姨,
2112,青白,
2113,勿忘,
2114,茱萸,
2115,青莲,
2116,一阔,
2117,万货通,
2118,蒙蒙,
2119,小羽,
2120,富贵,
2121,振翔,
2122,魏风尘,
2123,阿鸠,
2124,甄强,
2125,黄巨贾,
2126,悬帆,
2127,汐零,
2128,秦夫人,
2129,荷尔德林,
2130,茉莉,
2131,辉少,
